paragraph_id,source_index,sentence_index,text,file_stem
paragraph_133,34559,1,"Naseng teori iyyae, Gihon laleng Alkitab padai onrongna sibawa Karun ku Iran, na Salo Pison padai onrongna sibawa jaringan salo Wadi Batin iyya pura isolori uwwai banna makukuae marakko, banna seddi wettu riolo iyyanaritu bagenge parellu pole Semenanjung Arab iyya yasengi makessing.",paragraph_133_sent01
paragraph_134,99467,1,Akki Pakistan calalena beberapa ronta' kejadiang lalengna hubungenna sibawa aliran yero.,paragraph_134_sent01
paragraph_134,99467,2,Fammulangna fole sala-sedddi rekomendasi Konperensi Organisasi-Organisasi Selleng Seddi-Lino akki Mekah -- yero nafaui Ahmadiyah Qadiani sebagai jemaat yero engka akki saliweng agama Selleng kelompok mayoritas akki Pakistan natuntu' lao Presiden.,paragraph_134_sent02
paragraph_134,99467,3,PM Ali Bhuto bara' untu' jabatan famarenta sibawa militer porsi kaum Qadiani ifasippada sibawa statusna alena.,paragraph_134_sent03
paragraph_135,24000,1,"Sarjana David E. Aune berargumen makkedda kitab-kitab Injil dipolakan mappada biografi-biografi klasik Yunani-Romawi, na gunanna istilah apomnemoneumata oleh Yustin maccakup iya maneng kitab-kitab Injil naulle difahang sebagai rujukang lao ri biografi tarrukki mappada Memorabilia Xenophon afa kitab-kitab aro melestarikan ajarang aslinna Yesus.",paragraph_135_sent01
paragraph_136,127215,1,"Untu' siaganna tau Kristen, nubuat iye ritepperi pura rigenapi sibawa ahaderekengna Yesus Kristus pole Nazaret na pengajaran-Nya ri Bait Suci engkae ripugar akki raja Herodes na damai engkae rianugerahkan Allah untu' sininna umat manusia sibawa ta'bagena tirai engkae mabatasi Ruang Mahakudus ri wettu matena Kristus.",paragraph_136_sent01
paragraph_137,74881,1,"Dua bait parellu de' nengka lipake, yare'ga kurang pole sitengga bait iya liyala.",paragraph_137_sent01
paragraph_137,74881,2,"^ Alessia Fassina nanyatakan makkeda garrula anus iya liteppu sibawa Hieronimus sitongenna yanaritu Melania si Toa, sibawa Sigrid Schottenius Cullhed berpendapat makkeda Hieronimun se' napedang tentang tau tegapun, nennia lebbi lao gaya tau iya de' sejalan sibawa kotbah Injil.",paragraph_137_sent02
paragraph_138,13392,1,"Untu nattanggapi skandal iya merebak, Gereja Katolik pura napattette prosedur-prosedur resmi untu mencegah kedo pelecehang, untu mengimbau masyarakat supaya melaporo kedo-kedo pelecehan iya pura kajadiang, laleng untu manangani laporang-laporang tersebut laleng segera, namuni efektifitas pole prosedur-prosedur e ipermasalahkang pole kelompok-kelompok iya mawakkeleki para korbang pelecehan.",paragraph_138_sent01
paragraph_139,16872,1,"Angkalingai perumpamaan yaro seddie paineng, ada Yesus.",paragraph_139_sent01
paragraph_139,16872,2,Seddi tau puang tanah natanengi sielle' dare' anggur.,paragraph_139_sent02
paragraph_139,16872,3,"Alena mappasang sappo ri sekelilingna, na makkae' kalibbong untuk pakkakkasa' papperra anggur, nappa mappatettong menara jaga.",paragraph_139_sent03
paragraph_139,16872,4,"Purana yaro nasewakan yaro dare' anggur e lokka paddare'-paddare', nappa mangnguju lokka negeri laing",paragraph_139_sent04
paragraph_140,73065,1,Tolkien Way ku Stoke-On-Trent iwarengi aseng pada sibawa aseng ana' urane J.R.,paragraph_140_sent01
paragraph_140,73065,2,"R. Pastor John Francis Tolkien, iyya pura mancaji imam iyya majama ku Gereja Katolik Roma iyya de' namabela pole kuro yanaritu Our Lady of the Angels na St. Peter in Chains.",paragraph_140_sent02
paragraph_141,12962,1,"Untuk alasan-alasan yede nennia Wewenang Mengajar Gereja de' naceri makkeda, sesuai sibawa kondisi makukkue laleng paddissengeng-paddissengeng rupa tau sibawa teologu sakral, penelitian sibawa pembahasan-pembahasan sibawa tau-tau iya berpengalaman laleng kedua bidang yaro lijama laleng kaitanna sibawa ajaran lao evolusi, sipungenna naselidiki lao laleng asal-usul alena tauwwe pole pra-eksistensina sibawa materi tuo.",paragraph_141_sent01
paragraph_142,2751,1,"Mate nennia kebangkitanna Yesus lazimna iyanggap mancaji peristiwa-peristiwa terpenting laleng teologi Kristen, salah seddi passabarenna yenaritu nasaba' peristiwa-peristiwa yewe menunjukkang makkeda Yesus makkuasa yase' tuo nennia matena, nennia akku nasaba' yero berwenang nennia makkuasa untu' naanugerahkang tuo kekal'e lao umma' manusia.",paragraph_142_sent01
paragraph_143,25730,1,"Umat Kristiani, menurut para pemikir aro, seharusna massalai abiasang iyae bergantung ri para narasumber Yahudi na mappigauri arrekengang sendiri untu mappattentu huleng aga iyae diteppu Nisan, menetapkan Paskah sesuai perhitungan independen eddi, Nisan Kristiani, iyae elo malessi menempatkan perayaan aro furanna ekuinoks.",paragraph_143_sent01
paragraph_144,66184,1,"Sedangkan paket yero lebbi maju jokka akki komputer pribadi na funnai mabela lebbi mega fitur, natampilkan lebbi mega rufanna sumber teologis, na nulle natawarkan fitur-fitur fadai sinopsis na harmoni fole naratif Injil, morfologi na pasappareng sintaksis fole teks asli, diagram kalimat, catatan pappake, penyorotan manual na dinamis, tampilan leksionari, nappa laingna.",paragraph_144_sent01
paragraph_145,16102,1,"Alena menjabat caji siddi pendeta ki stasiun-stasiun eroe mattama'to Kollupitiya, Wellawatte, Kandy, Badulla, Galle, Kalahe, Mutwal sibawa Seeduwa; alena melayani siwettu dua tang ki Kollupitiya dan Wellawatte, siddi sitenga taung ki Kandy, dua taung ki Kalahe, tellu taung ki Mutuwal, sibawa tellu sitenga taung du Seeduwa.",paragraph_145_sent01
paragraph_146,120241,1,"Laleng gereja beccu engka rupangna fresko ebbuna seniman-seniman Abad Patengang Pacapureng, yanaritu Cimabue na Giotto; laleng gereja loppo engka fresko-fresko carita atuongena St Fransiskus iyya pamulangna yasengi mancaji ebbuna Giotto, banna makukuae yasengi mancaji ebbuna seniman-seniman laleng kalompo' Pietro Cavallini pole Roma.",paragraph_146_sent01
paragraph_147,20126,1,"Posisi minoritas diwakili fole edisi The Greek New Testament According to the Majority Text oleh Zane C. Hodges dan Arthur L. Farstad yewe berpendapat makeda jenis teks Bizantin iyanaritu jenis teks yewe lebih fammulang dibandingkan sibawa teks Aleksandria, nasaba fura engka laleng tulisan para Bapa Gereja defana mompona teks Alexandria.",paragraph_147_sent01
paragraph_148,115167,1,"Katekismus Pius X yenaritu perwujudanna katekisme sederhana, sederhana, cina', populer untu' appakengeng seragam ri seluruh lino; yero ipake ri provinsi gerejawi Roma nennia selama siare'-are' taung ri bagiang laing Italia; Tapi, yero de' naitentukang untu' ipake ri yemaneng gereja universal.",paragraph_148_sent01
paragraph_149,87199,1,"Menuru' Katekismus, akkibburukengna tau iya matewe na ianaritu seddi paggaukkang pammase iya harusu' e ipugau' akku alalena sibawa horma' na pammase jaji paratte'-paratte' sippada pamali' awu tau mate iya ikremasi sibawa akkibburukeng ri kibburu' de' e gaga tanrang na yacciang laleng Gereja Katolik.",paragraph_149_sent01
paragraph_150,6220,1,"Gereja iyyae napajokka jamang-jamang na lembaga-lembaga sosial ku iyya maneng linoe, matamana'to sikola-sikola, universitas-universitas, bola-bola tau sakit, misi-misi na abolangeng, naiyya kalompo'-kalompo' bangsana Catholic Relief Services, Caritas Internationalis na Catholic Charities iyya tulungi tau kasi asi, kaluarga-kaluarga, tau macuae, na tau malasae.",paragraph_150_sent01
paragraph_151,211,1,Irman iyanaritu ana’ burane Minangkabau tomaanna Gusman Gaus sibawa Janimar Kamili.,paragraph_151_sent01
paragraph_151,211,2,"Ambo’ na pura menjaba’  mancaji Rektor Universitas Muhammadiyah Sumatera Barat, naikiya indo’ na iyanaritu ana’  pole pabbalu ulaweng iyaro mattujung.",paragraph_151_sent02
paragraph_151,211,3,"Irman na selesaikangngi asaikolangna sarjana akku Fakultas Ekonomi Universitas Kristen Indonesia, sibawa runtu’ patellareng Master of Business Administration pole Graduate School of Business, University of Bridgeport, Connecticut, Amerika Serikat.",paragraph_151_sent03
paragraph_152,127317,1,"Laleng Gereja Katolik, yamaneng tau yewe mate dunia laleng rahmat sibawa persahabatan sibawa Allah, namui mofi defa dimurnikan secara sempurna, memang terjamin keselamatan kekal mereka; tetapi matena mereka menjalani pemurnian, untu' mencapai kekudusan yewe yapparelluangi untu' mattamai kebahagiaan surga ataupun pemurnian akhir tau-tau yewe ipilih, yewe fada sekali berbeda sibawa hukuman bagi tau-tau yewe terkutuk.",paragraph_152_sent01
paragraph_153,114598,1,"Selama periode yaro mappadae Apokafkos to peccu, sibawai sibawa Dimitrios Chomatinos na Georgios Vardanis, sebagai sala seddi pendukung terkemuka Epirus kemerdekaan politik na gerejawi pole Kekaisaran Nicea, ri tega Patriark riasingkan Konstantinopel monroi purana iyaro kotae meddu lokka Tentara Salib.",paragraph_153_sent01
paragraph_154,73352,1,"Ana' urane na ana' makunrai pole seddi hamba iyya itikkeng mennau iyya lari ku gereja, itiwi massu na ipabuta, rekko alena maneng umuru'na sepulo taung yarega kurang, melo ipaleppe; banna ku alena maneng lebbi macua pole sepulo taung alena maneng melo ipancaji budak na lenye yemaneng waramparanna maneng.",paragraph_154_sent01
paragraph_155,66715,1,"Nainappa Yesus nacciang tau e ro caritang hale' e ro akku nigi-nigi, Na-seng, Jokkani akku imang, na millau alena untu' pannessai idi' pajani.",paragraph_155_sent01
paragraph_155,66715,2,"Nainappa jokkani persembahkan karoba sippada iya iparentangeng Musa, mancaji butti akku tau-tau makkeda idi' tongeng-tongeng pajani.",paragraph_155_sent02
paragraph_156,58269,1,"Alkitab purani naita riolo makkeda Allah napaullei tau-tau tania e Yahudi makanja' paimeng sibawa Allah, narekko alena mateppe' akku-Alena.",paragraph_156_sent01
paragraph_156,58269,2,"KAreba makanja' e ro yappudang i yolo' akku Abraham ilaleng na jancie e he, Lalo akku idi', Allah nabarakkakiwi siningna umma' tau e ri lino e we.",paragraph_156_sent02
paragraph_157,44996,1,"Alena maneng wedding pegau' abbottingeng sah, mappatettong akkebburukeng alena mato, lolongeng ising monro ku para imang asing, ipabebasa'i pole paja' perusahaang na paja' properti, wedding naajukang permohonang pole dana negara, na anggotana wedding napolo paja' pakkumaja anggota na hadia lao ri jemaat iyyare'ga komunitasna.",paragraph_157_sent01
paragraph_158,4161,1,Alena nullei patennang ki wettutta masara.,paragraph_158_sent01
paragraph_158,4161,2,"Paulus naoki', Aja' ta masara agi-agi kajajiang, naikiya ialaleng na gau' e e pau i parillaummu akku Allah lalo doang na parillaungeng iya engak e to sukkuru' ilaleng na ; na anyamengeng pole Allah, iya lebbi mariolo daripada sininna akkaleng, melo' najagai atitta sibawa agalakeng mental ta lalo Kristus Yesus .",paragraph_158_sent02
paragraph_159,92728,1,"Memeng iko mi mapikiri agguruang Kristen ero makkadae tau-tau non Kristen laiyasenge domba sesat, ero dena menghina?",paragraph_159_sent01
paragraph_159,92728,2,"Coba deh sebelum luppe palla ko lebbi mabela, cek nappa analisa agguruang-agguruang Kristen ero tania bawang menghina, Kristen mallise ajaran cabul toi ero dena pantas laiyasenge mancaji kitab suci",paragraph_159_sent02
paragraph_160,19988,1,Maka alena maneng na Paulus napa'tentu seddi esso untuk siruntu'.,paragraph_160_sent01
paragraph_160,19988,2,Akko yaro essoe maega tau engka lettu' lokka onrong monrona Paulus.,paragraph_160_sent02
paragraph_160,19988,3,Pole ele' lettu araweng Paulus naterangkan na akkarebang lokka alena maneng kareba tentang pekkoga Allah ta'ala mapparenta sebagai Raja.,paragraph_160_sent03
paragraph_160,19988,4,"Sibawa mappake ayat-ayat pole Bobbo Musa na Bobbo Nabi-nabi, Paulus mangngusaha mebbu alena maneng mateppe tentang Yesus",paragraph_160_sent04
paragraph_161,16595,1,"Uskup-uskup Katolik Timur odding maccueri rupangna heraldik Gereja Roma, iyya napitangi topi gerejawi makupel mapance na wiringna malebba, nemung perisaina lalena maderi igambara' maccueri rupangna heraldik Bizantin, na ku naipatngi silongna makkuanaro modele' silongna padae sibawa silongna iyya ipake lalengna ibadat nasene ritus maengna.",paragraph_161_sent01
paragraph_162,71982,1,"Novel eddi maccaritang simbolog Robert Langdon na kriptolog Sophie Neveu furanna seddi peristiwa pembunuhan ri Museum Louvre ri Paris, sisenna alena mancadi terlibat laleng ammusureng antara Biarawan Sion na Opus Dei terkait kemungkinan makkedda Yesus Kristus nabottini Maria Magdalena.",paragraph_162_sent01
paragraph_163,38726,1,"Alena dena punnai yurisdiksi lansung makanja atas para patriark leang melo to Gereja-Gereja Ortodoks otokefalus, namun alena, okko antara rekang padanna primat, iyanaritu salah siddi iya berhak e menghimpun sinode luar biasa iya anggotana para rekang primatnya sibawa/iyaregga para delegasi mereka untuk ma bahas situasi ad hoc sibawa pura topa na himpung sinode pan-Ortodoks iya padat e-hadirin itu laleng eppa dasawarsa paccappureneg.",paragraph_163_sent01
paragraph_164,3673,1,"Sure'ku yaro ponco'e iya' uki' lokka iko sibawa bantuanna Silas, yaro iya' anggap seddi sessureng Kristen yaro setia.",paragraph_164_sent01
paragraph_164,3673,2,Yaro elo' mabbere sorongan lokka iko na yakinkangi iko maneng makkeda aga yaro iya' uki' yae kareba yaro tongenge tentang rahmat Allah ta'ala.,paragraph_164_sent02
paragraph_164,3673,3,Parelluni iko maneng makkatenni teguh akko yaro rahmat e,paragraph_164_sent03
paragraph_165,107366,1,"Ammusungeng Husite, iyyato riteppui Ammusungeng Bohemia iyyarega Revolusi Husite, iyyanaritu konflik iyya langsunggi antarana kelompok Husite mewai raja-raja Eropa iyya meloi passai wewenang Gereja Katolik Roma ase kaum Husite; rupanna faksi Husite iyyato sibali berseteru, uttamana kelompok Utraquis iyya tentanggi Husite sibawa tau Katolik.",paragraph_165_sent01
paragraph_166,110108,1,"Duanna engka akku Sir Leigh Tebing, tau ahlu Piala Suci iyanaritu sibangna Landing, iyaro na klaim makkada Piala tania siddi onroang naikiya Maria Magdalena, tongeng-tongeng mattampu sibawa bene pole Yesus Kristus, sibawa piala iyaro ibentuk untu’ na lindungi abbattirengna alena.",paragraph_166_sent01
paragraph_167,24581,1,"Lembaga-lembaga iye engka massemang-semang untu' napunnai dampak maloppoe ero alena nulle ri wilayah ero sibawa dena malejja siddi sibawa lainna jari-jari ajewe, tetapi mateppe' narekko sininna organisasi nulle pigau bageanna alena laleng napappura tugas mabbawa Alkitab lo wilayah linoe ero.",paragraph_167_sent01
paragraph_168,55234,1,"Namuni, yewe de' naberhasil, nasaba' menuru' Gregorius pole Tours, Amalarik natekanna untu' nasalai iman Katolik Romanya nennia beralih lao agama Kristen Arianisme, akku seddi wettu ikalahkangi lettu' alena maddarah, alena nakirim lao silengsurenna Childebert I, raja Paris handu' berlumurang darahna sendiri.",paragraph_168_sent01
paragraph_169,51999,1,Idi' maneng sangi' massukkuru' lokka Allah ta'ala nasaba' Saudara yamanengna.,paragraph_169_sent01
paragraph_169,51999,2,"Setiap idi' maneng millau doang lokka Allah ta'ala na Bapa'ta, idi' maneng sangi' mingngerrang manengko.",paragraph_169_sent02
paragraph_169,51999,3,Idi' maneng sangi' millau doangko.,paragraph_169_sent03
paragraph_169,51999,4,"Idi' maneng mingngerrangi pekkoga ikko maneng ma'jellokangi laleng kedo makkeda iko maneng mateppe lokka Kristus, pekkoga iko maneng mammaseangi tau laing gangkenna mulayani manengi, na pekkoga iko maneng rennuangi sibawa kejje lokka Puangta' Yesus Kristus",paragraph_169_sent04
paragraph_170,115469,1,"Ri pallawangna siningna passalengngewe lainge iya pura'e ripogau untu adecengenna sibawa manfaat bage wanuwaewe, riyellauwi kuwammengngi naripattentu iya manenna situru sibawa hukum sibawa disiplin publik rakyat Romawi, sibawa untu ripanassa'i makkada'e maega tau-tau Kristiani, iya dek naccoweriwi praktik leluhur'na, parellu paimang lisu lao ri pikiran yang sehat'e.",paragraph_170_sent01
paragraph_171,74065,1,"Namuni makkuwaro, macahoro tau Romania de'na maelo' nabali' teppe'na, na iyyae kajajiangnge nassabari mompoona gerakang-gerakang Ortodoks Rumania iyyae perjuangangi kebebasang beragama untu' sininna tau Transylvania  -  parellu riperhatikang majeppu gerakang-gerakang'e ripaloppoi pole Visarion Sarai, Nicolae Oprea Miclăuş, nenniyya Sofronie pole Cioara, ri yawa pengarunna Gereja Serbia iyyae kaminang maega.",paragraph_171_sent01
paragraph_172,80384,1,Alena lo madepungeng ku alun-alun kota sibawa manre masibawa penduduk Kristiani sibawa laleng seddi meja lampe.,paragraph_172_sent01
paragraph_172,80384,2,Saling sisapa laleng suasdana ya hangat sibawa mmangkelinga alunan elong fole orkestra Bulgarian folk.,paragraph_172_sent02
paragraph_172,80384,3,"Festival yahe ih anggap tinnya bawang wedding tambah semarak allepereng bawang, tapi toh fatedde hubungan ataragama serta sikap saling toleransi.",paragraph_172_sent03
paragraph_173,61720,1,"Karya-karya riyoki e ladde ihargai kui Bapa-Bapa Gereja furana, baik ri Gereja Barat namoni ri Gereja Timur, ya wedding irita betapa isi karya-karya iyoki yero mappitangngi bakti ya maloppoi lao Sang Firman ya mancaji tau, perhatian ya maloppoe lao urusan-urusan pastoral, sibawa minat ya maloppoe lao monastisisme.",paragraph_173_sent01
paragraph_174,121616,1,"Perangkat lunak Alkitab biasana irancang untu' nafagampangi pencarian kata sibawa frasa, untu' mengakses catatan Alkitab aggurungeng sibawa tafsiran-tafsiran, referensi berbagai terjemahan modern, referensi silang bagian sibawa topik serupa, kamus Alkitab, teks bahasa asli sibawa alat-alat bahasa, peta, bagan, sibawa e-book lain yewe dianggap relevan untu' memahami teks-teks fole sebuah pendekatan filologis.",paragraph_174_sent01
paragraph_175,83435,1,Jaji Ananias jokka toni lao bola e ro na nataro limangna ri yase'na Saulus.,paragraph_175_sent01
paragraph_175,83435,2,"Sulengsureng Saulus, naseng Ananias, Puang Yesus iya Sulengsureng taita ri tengnga laleng wettunna Sulengsureng lao akkuhe, Alena na suroka engka bara' Sulengsureng wedding makkita paimeng na ikuasai akku Roh Allah.",paragraph_175_sent02
paragraph_176,28876,1,"Yolona, ku pamulang aha' iyyaro, iyya mabaca okina Lukas macarita kajajiang ancajingena Yesus, na iyya upajenengi makeda ku esso Natal iyya pamulang iyyaro de' nengka acara, hadida, na anre loppo bangsana iyya idi' maneng pegaui makukuae.",paragraph_176_sent01
paragraph_176,28876,2,"Banna iyya manessae, ku rate engka asembange.",paragraph_176_sent02
paragraph_177,10014,1,"Jaji tau-tau iya purae isogo' ro makkedani akku Yesus, Pa' Guru, idi' misseng i makkeda siningna iya Bapa' pau sibawa pagguruang e ro coco' i.",paragraph_177_sent01
paragraph_177,10014,2,"Idi' misseng toi Bapa' mappagguru na terus terang aga naeloki Allah untu' tau e, nasaba' Bapa' de' ta ita tau",paragraph_177_sent02
paragraph_178,89409,1,"Bahwasanya pihak-pihak iyae terlibat laleng dialog fassaleng isu aro mallaineng, siullena mungkin, isu-isu teologis fassaleng asal usul Roh Kudus fole isu-isu eklesiologis fassaleng primasi na otoritas doktrinal laleng Gereja, bahkan ri hettu iyya mabbahas kedua permasalahan aro silong toneng, secara massama-samang.",paragraph_178_sent01
paragraph_179,8518,1,"Injil Sinoptik adalah Injil Perjanjian Baru laleng Alkitab ero leroki’ okko Matius, Markus, siba Lukas.",paragraph_179_sent01
paragraph_179,8518,2,"Injil sinoptik marepe’ladde roki kisah ero pada tentang Yesus, namun sibawa penjelasan siba lampe’ ero berbeda, namun mapunnai urutan ero pada siba mega mapake kata ero pada.",paragraph_179_sent02
paragraph_179,8518,3,Kemiripan ko antara tellu buku tersebut macawe ladde sehingga mega peneliti ero tandai sebagai masalah sinoptik.,paragraph_179_sent03
paragraph_180,16876,1,"Nasaba' yaro Yesus makkeda lokka alena maneng, Matu' rekko iko maneng pura mupatanrei Anak Tau, iko maneng mulle missengi makkeda 'Iya'na Alena yaro riteppu IYA ENGKA', na iko maneng melo' missengi makkeda de'gaga seddi agaga yaro Kujama pole ale-Ku tommi.",paragraph_180_sent01
paragraph_180,16876,2,Iya' bawang paui aga yaro ripagguru Bapak lokka-Iya',paragraph_180_sent02
paragraph_181,48733,1,Tuanku Abdullah Saleh ero iyenaritu tau pendeta siddie ulama ero maloppo ladde perhatianna lao ilmu Tasawuf jaji kitab Hikam Ibnu 'Athaillah alena hapala okko siliweng ulunna.,paragraph_181_sent01
paragraph_181,48733,2,"Alena toi tau macca ahli ade', jaji tania bawang urusan agama ero nakkutang tauwe lao alena, bahkan urusan ade' toi.",paragraph_181_sent02
paragraph_181,48733,3,Agguruang Imam Al-Ghazali tentang khalawat laiyanre ladde pole alena.,paragraph_181_sent03
paragraph_182,18838,1,"Yesus ma'jawab, De'pa mu engka manengka ma'baca aga yaro rijama Daud, wettunna Abyatat bertugas i mancaji imam agung.",paragraph_182_sent01
paragraph_182,18838,2,"Wettu Daud ma tau-taunna malupu', na de'na mappunna anre, alena mattama' lokka Bola Puang, na manre roti yaro pura ripersembahkan lokka Allah ta'ala.",paragraph_182_sent02
paragraph_182,18838,3,Na yaro rotie riabbereangna to lokka tau-taunna.,paragraph_182_sent03
paragraph_182,18838,4,"Padahal menurut agamata', imam-imam bawang yaro mulle manrei yaro rotie.",paragraph_182_sent04
paragraph_183,118696,1,"Naekiyya, suku Vandal makkareso sipungeng siare’ dekade untu’ nappassang atepperenna Arianna lao raya’ Nicea Afrika Utara iyya engka ri yawa akuasangenna, naasingkangngi para klerus Nicea, napabubara’i biara-biarae, na mabbere tekanang matane’ lao umma’ Kristen Nicea iyya denasilaras sibawa alena maneng.",paragraph_183_sent01
paragraph_184,128436,1,"Missenggah idi tofi kerucut taung baru tanda selleng fura murtad, tofi taung baru yg mabbentu kerucut ternyata yanaritu tofi dengan bentu yang di difau sanbenito.",paragraph_184_sent01
paragraph_184,128436,2,"Yakni tofi yg difake selleng Andalusia untu natandai narekko alena fura murtad, diaha penindasan gereja Katholik Roma yang menerapkan inkuisisi Spanyol.",paragraph_184_sent02
paragraph_185,103152,1,"Tau ero dena manessa agamana, mita photo lakkai baine sedang makkatenni persilahkan santapan ulu bahi di ase mejang manre na nacoeri peribadatan digereja.",paragraph_185_sent01
paragraph_185,103152,2,"Tau pekkeddi elo diakka jaji gubernur Sumut, bafa Djarot asli selleng ambisi elo jaji gubernur Sumut sedia makkelong koor kebaktian di gereja, tergadai agama nasaba elo jaji pemimping, di tikkenang layar pesang yang nakirinang melalui WhatsApp.",paragraph_185_sent02
paragraph_186,91483,1,"Jurusan Pastoral Konseling napunnai akkatta untu' passadiyangeng calon pelayanan gereja iya punnai keahlian khusus untu' bimbing anggota gereja iyarega individu, lao ri appahangeng alessingeng tasiddie-siddie padaalena ri wettu nahadapi masala iya pribadi sibawa untu' pallebbangi nenniya mappake potensi alena iya riwereng ri laleng pelayanan gereja, malabberi kualitas kepribadianna mancaji konselor pastoral.",paragraph_186_sent01
paragraph_187,59999,1,"Pengkalingae naulle napahangi pappaseng pole Tuhan barue secara kiasan lao ri Aeschylus The Eumenides; ironi naulle pappada Eumenides de'na gaga Tuhan baru naekiya Erinyes ri laleng bentu baru, pappada to Tuhan Kristen'e de'na gaga Tuhan baru naekiya Tuhan iya nasompa tau Yunani'e riyaseng Allahtaala iya'e de'na riisseng.",paragraph_187_sent01
paragraph_188,97630,1,"Komunitas gabungan ewe gelar buka puasa bersama sibawa anak-anak panti asuhan Al Ikhwan, Kelurahan Kombos, Kecamatan Singkil, Kota Manado.",paragraph_188_sent01
paragraph_188,97630,2,"Selain buka puasa bersama, siba leyaleng santunan ero merupakan sisihan rejeki pole para pengusaha online, pengemudi Gojek siba anggota Jeep Manado Siaap.",paragraph_188_sent02
paragraph_188,97630,3,"Idi pole umat kristiani peduli, umat muslim peduli.",paragraph_188_sent03
paragraph_188,97630,4,Iyena idi Indonesia.,paragraph_188_sent04
paragraph_189,39734,1,"Siare'-are' kritikus makkeda narekko' Gereja nennia ajarang-ajarang pole St. Paulus, para Bapa Gereja nennia teolog skolastik napelihara seddie gagasang makkeda inferioritas makkunrai itetapkang secara ilahiah, kendati ajarang resmi Gereja naita kaum makkunrai nennia kaum orane pappada, de' napada, nennia saling melengkapi.",paragraph_189_sent01
paragraph_190,82212,1,"Eronitu atappereng umum, majjello rewe lo narasi alkitab pole Menara babel makkada megae rupann bahasa passabari konflik politik, tapi' atappereng iyyewe kontradiksi sibawa fakta makkada mega episode-episode kekerasan utama lino caji ki situasi sibawa mega rupanna linguistik eroe mapance' mappada Yugoslavia sibawa Perrang Sipil Amerika, ato genosida pole Jerman Nazi sibawa Rwanda, namona mega unit-unit politik eroe stabil pura ladde' multilingual.",paragraph_190_sent01
paragraph_191,128231,1,"Nennia idi meneng patterui matena yamaeng ro, Isa putra Maryam, sebagai penggenne hal-hal iyae maddioloe, yanatu sebagian lisena Taurat; sibawa purani idi maneng mabbereangi okko alena, Injil mallise Bimbingan sibawa cahaya terang, supaya paggennei hal-hal iya maddioloe pole Taurat, iyatona sebagai pengajaran untu' golongan bertakwa, makkuniro hendaklah yamaneng pewaris Injil, pettui perkara berdasar hal-hal iyae Allah palettuengi rilalaeng hal iyaero.",paragraph_191_sent01
paragraph_192,47490,1,"Koester nabettuang pakkitang umumna sarjana'e majeppu Yustin naangga'i catatan kenangan rasul-rasul'e sebagai catatanna sejarah iyya coco' naekiya tenniya uki-uki iyya risurui, naiyyaro sarjana'e Charles E. Hill, naekiya naakui pakkitanna sarjana'e, mappikkiri'i Yustin naitai kutipan-kutipan iya napatuju'e nabi-nabi'e ri lalenna Injil'e pada-padai otoritasna.",paragraph_192_sent01
paragraph_193,101099,1,"Struktur Katekismus Heidelberg diuraikan laleng pertanyaan yewe kedua, sibawa struktur tellu bagianna akkewe didasarkan akki ateppereng makeda karya tunggal keselamatan mengungkapkan ketellu pribadi fole Tritunggal akki giliranna, memperkenalkan Allah sibawa sempurna sibawa yewe sangat irisseng melalui karya keselamatan-Nya, merujuk femeng akki Pengakuan Iman Rasuli sebagai ringkasan fole iman Kristen.",paragraph_193_sent01
paragraph_194,12967,1,"Menurut kisah legenda, Yusuf na Maria rifaleppang akki wettu larinna ri laleng ale belukar; ana lolo Yesus wedding naperintahkan fong untu' mabukku' akki yawa lettu Yusuf wedding mala buahna na nappa memerintahkan wai fole mata wai menyembur akki saliweng fole ure jaji tomatoanna yero wedding memuaskan dekka mereka.",paragraph_194_sent01
paragraph_195,50514,1,"Tuduhan-tuduhan lona ajaran sesat naliputi tindakan mammiccu, malejja-lejja, yarega natemei salib; sambil telanjang, nimmaui secara vulgar fole pasanganna ri bagiang timunna, pusar na bagiang yawa bo monri; ajaran sesat na appesompangeng berhala; homoseksualitas yero taorganisasi; na to tuduhan yase penghinaan akki Misa Suci na ciana akki sakramen.",paragraph_195_sent01
paragraph_196,84639,1,"T. Seddi-seddinna ga asennangeng Silessureng, mauni ri wettu tuwo namuni ri wettu mate J. Makkada iyya, sibawa watakkale nenniya jiwaku, mauni ri wettu tuwo namuni ri wettu mate, tania punnaku naekiya punnana Yesus Kristus Juruselamatku iya amtinulu; Sibawa dara-Na iya de'na ternilai ellingna, Alena pura paleppe'i sining inreng dosaku, nenniya napaleppe' ka pole sining kuwasa iblis.",paragraph_196_sent01
paragraph_197,125549,1,"Menurut Craig Blomberg, seddi karakteristik iyae engka okko yamaneng mukjizat iyae najama Yesus rilaleng kisah-kisah okko Injil yanaritu makkeda alena jamai degaga imbalanna rilaleng bentu' apapun okko yase adisingenna iyae riterima tau-tau, de' napada siagang imam maloppoe wettunna Yesus tuo rulino iyae mengenakan biaya okko yamanengi iyae  mengalami adisingeng.",paragraph_197_sent01
paragraph_198,61111,1,Pidato pelantikanna dessa nakesankan.,paragraph_198_sent01
paragraph_198,61111,2,"Yero nulle nengngerangngi tauwe iyanaritu makkeda alena, tau Kristen salih fole Georgia yewe, iyala fole Wasiat Lama, akki nafaue Mikah fassaleng keadilan, belas-kasih sibawa mecce atinna.",paragraph_198_sent02
