index,text,kata_kunci_ditemukan
127317,"Laleng Gereja Katolik, yamaneng tau yewe mate dunia laleng rahmat sibawa persahabatan sibawa Allah, namui mofi defa dimurnikan secara sempurna, memang terjamin keselamatan kekal mereka; tetapi matena mereka menjalani pemurnian, untu' mencapai kekudusan yewe yapparelluangi untu' mattamai kebahagiaan surga ataupun pemurnian akhir tau-tau yewe ipilih, yewe fada sekali berbeda sibawa hukuman bagi tau-tau yewe terkutuk.",gereja
114598,"Selama periode yaro mappadae Apokafkos to peccu, sibawai sibawa Dimitrios Chomatinos na Georgios Vardanis, sebagai sala seddi pendukung terkemuka Epirus kemerdekaan politik na gerejawi pole Kekaisaran Nicea, ri tega Patriark riasingkan Konstantinopel monroi purana iyaro kotae meddu lokka Tentara Salib.",salib
73352,"Ana' urane na ana' makunrai pole seddi hamba iyya itikkeng mennau iyya lari ku gereja, itiwi massu na ipabuta, rekko alena maneng umuru'na sepulo taung yarega kurang, melo ipaleppe; banna ku alena maneng lebbi macua pole sepulo taung alena maneng melo ipancaji budak na lenye yemaneng waramparanna maneng.",gereja
66715,"Nainappa Yesus nacciang tau e ro caritang hale' e ro akku nigi-nigi, Na-seng, Jokkani akku imang, na millau alena untu' pannessai idi' pajani. Nainappa jokkani persembahkan karoba sippada iya iparentangeng Musa, mancaji butti akku tau-tau makkeda idi' tongeng-tongeng pajani.",yesus
58269,"Alkitab purani naita riolo makkeda Allah napaullei tau-tau tania e Yahudi makanja' paimeng sibawa Allah, narekko alena mateppe' akku-Alena. KAreba makanja' e ro yappudang i yolo' akku Abraham ilaleng na jancie e he, Lalo akku idi', Allah nabarakkakiwi siningna umma' tau e ri lino e we.",alkitab
44996,"Alena maneng wedding pegau' abbottingeng sah, mappatettong akkebburukeng alena mato, lolongeng ising monro ku para imang asing, ipabebasa'i pole paja' perusahaang na paja' properti, wedding naajukang permohonang pole dana negara, na anggotana wedding napolo paja' pakkumaja anggota na hadia lao ri jemaat iyyare'ga komunitasna.",jemaat
4161,"Alena nullei patennang ki wettutta masara. Paulus naoki', Aja' ta masara agi-agi kajajiang, naikiya ialaleng na gau' e e pau i parillaummu akku Allah lalo doang na parillaungeng iya engak e to sukkuru' ilaleng na ; na anyamengeng pole Allah, iya lebbi mariolo daripada sininna akkaleng, melo' najagai atitta sibawa agalakeng mental ta lalo Kristus Yesus . ",yesus
92728,"Memeng iko mi mapikiri agguruang Kristen ero makkadae tau-tau non Kristen laiyasenge domba sesat, ero dena menghina? Coba deh sebelum luppe palla ko lebbi mabela, cek nappa analisa agguruang-agguruang Kristen ero tania bawang menghina, Kristen mallise ajaran cabul toi ero dena pantas laiyasenge mancaji kitab suci",kristen
19988,"Maka alena maneng na Paulus napa'tentu seddi esso untuk siruntu'. Akko yaro essoe maega tau engka lettu' lokka onrong monrona Paulus. Pole ele' lettu araweng Paulus naterangkan na akkarebang lokka alena maneng kareba tentang pekkoga Allah ta'ala mapparenta sebagai Raja. Sibawa mappake ayat-ayat pole Bobbo Musa na Bobbo Nabi-nabi, Paulus mangngusaha mebbu alena maneng mateppe tentang Yesus",yesus
16595,"Uskup-uskup Katolik Timur odding maccueri rupangna heraldik Gereja Roma, iyya napitangi topi gerejawi makupel mapance na wiringna malebba, nemung perisaina lalena maderi igambara' maccueri rupangna heraldik Bizantin, na ku naipatngi silongna makkuanaro modele' silongna padae sibawa silongna iyya ipake lalengna ibadat nasene ritus maengna.",gereja
71982,"Novel eddi maccaritang simbolog Robert Langdon na kriptolog Sophie Neveu furanna seddi peristiwa pembunuhan ri Museum Louvre ri Paris, sisenna alena mancadi terlibat laleng ammusureng antara Biarawan Sion na Opus Dei terkait kemungkinan makkedda Yesus Kristus nabottini Maria Magdalena.",yesus
38726,"Alena dena punnai yurisdiksi lansung makanja atas para patriark leang melo to Gereja-Gereja Ortodoks otokefalus, namun alena, okko antara rekang padanna primat, iyanaritu salah siddi iya berhak e menghimpun sinode luar biasa iya anggotana para rekang primatnya sibawa/iyaregga para delegasi mereka untuk ma bahas situasi ad hoc sibawa pura topa na himpung sinode pan-Ortodoks iya padat e-hadirin itu laleng eppa dasawarsa paccappureneg.",gereja
3673,"Sure'ku yaro ponco'e iya' uki' lokka iko sibawa bantuanna Silas, yaro iya' anggap seddi sessureng Kristen yaro setia. Yaro elo' mabbere sorongan lokka iko na yakinkangi iko maneng makkeda aga yaro iya' uki' yae kareba yaro tongenge tentang rahmat Allah ta'ala. Parelluni iko maneng makkatenni teguh akko yaro rahmat e",kristen
107366,"Ammusungeng Husite, iyyato riteppui Ammusungeng Bohemia iyyarega Revolusi Husite, iyyanaritu konflik iyya langsunggi antarana kelompok Husite mewai raja-raja Eropa iyya meloi passai wewenang Gereja Katolik Roma ase kaum Husite; rupanna faksi Husite iyyato sibali berseteru, uttamana kelompok Utraquis iyya tentanggi Husite sibawa tau Katolik.",gereja
110108,"Duanna engka akku Sir Leigh Tebing, tau ahlu Piala Suci iyanaritu sibangna Landing, iyaro na klaim makkada Piala tania siddi onroang naikiya Maria Magdalena, tongeng-tongeng mattampu sibawa bene pole Yesus Kristus, sibawa piala iyaro ibentuk untu’ na lindungi abbattirengna alena.",yesus
24581,"Lembaga-lembaga iye engka massemang-semang untu' napunnai dampak maloppoe ero alena nulle ri wilayah ero sibawa dena malejja siddi sibawa lainna jari-jari ajewe, tetapi mateppe' narekko sininna organisasi nulle pigau bageanna alena laleng napappura tugas mabbawa Alkitab lo wilayah linoe ero.",alkitab
55234,"Namuni, yewe de' naberhasil, nasaba' menuru' Gregorius pole Tours, Amalarik natekanna untu' nasalai iman Katolik Romanya nennia beralih lao agama Kristen Arianisme, akku seddi wettu ikalahkangi lettu' alena maddarah, alena nakirim lao silengsurenna Childebert I, raja Paris handu' berlumurang darahna sendiri.",kristen
51999,"Idi' maneng sangi' massukkuru' lokka Allah ta'ala nasaba' Saudara yamanengna. Setiap idi' maneng millau doang lokka Allah ta'ala na Bapa'ta, idi' maneng sangi' mingngerrang manengko. Idi' maneng sangi' millau doangko. Idi' maneng mingngerrangi pekkoga ikko maneng ma'jellokangi laleng kedo makkeda iko maneng mateppe lokka Kristus, pekkoga iko maneng mammaseangi tau laing gangkenna mulayani manengi, na pekkoga iko maneng rennuangi sibawa kejje lokka Puangta' Yesus Kristus",yesus
115469,"Ri pallawangna siningna passalengngewe lainge iya pura'e ripogau untu adecengenna sibawa manfaat bage wanuwaewe, riyellauwi kuwammengngi naripattentu iya manenna situru sibawa hukum sibawa disiplin publik rakyat Romawi, sibawa untu ripanassa'i makkada'e maega tau-tau Kristiani, iya dek naccoweriwi praktik leluhur'na, parellu paimang lisu lao ri pikiran yang sehat'e.",kristiani
74065,"Namuni makkuwaro, macahoro tau Romania de'na maelo' nabali' teppe'na, na iyyae kajajiangnge nassabari mompoona gerakang-gerakang Ortodoks Rumania iyyae perjuangangi kebebasang beragama untu' sininna tau Transylvania  -  parellu riperhatikang majeppu gerakang-gerakang'e ripaloppoi pole Visarion Sarai, Nicolae Oprea Miclăuş, nenniyya Sofronie pole Cioara, ri yawa pengarunna Gereja Serbia iyyae kaminang maega.",gereja
80384,"Alena lo madepungeng ku alun-alun kota sibawa manre masibawa penduduk Kristiani sibawa laleng seddi meja lampe. Saling sisapa laleng suasdana ya hangat sibawa mmangkelinga alunan elong fole orkestra Bulgarian folk. Festival yahe ih anggap tinnya bawang wedding tambah semarak allepereng bawang, tapi toh fatedde hubungan ataragama serta sikap saling toleransi.",kristiani
61720,"Karya-karya riyoki e ladde ihargai kui Bapa-Bapa Gereja furana, baik ri Gereja Barat namoni ri Gereja Timur, ya wedding irita betapa isi karya-karya iyoki yero mappitangngi bakti ya maloppoi lao Sang Firman ya mancaji tau, perhatian ya maloppoe lao urusan-urusan pastoral, sibawa minat ya maloppoe lao monastisisme.",gereja
121616,"Perangkat lunak Alkitab biasana irancang untu' nafagampangi pencarian kata sibawa frasa, untu' mengakses catatan Alkitab aggurungeng sibawa tafsiran-tafsiran, referensi berbagai terjemahan modern, referensi silang bagian sibawa topik serupa, kamus Alkitab, teks bahasa asli sibawa alat-alat bahasa, peta, bagan, sibawa e-book lain yewe dianggap relevan untu' memahami teks-teks fole sebuah pendekatan filologis.",alkitab
83435,"Jaji Ananias jokka toni lao bola e ro na nataro limangna ri yase'na Saulus. Sulengsureng Saulus, naseng Ananias, Puang Yesus iya Sulengsureng taita ri tengnga laleng wettunna Sulengsureng lao akkuhe, Alena na suroka engka bara' Sulengsureng wedding makkita paimeng na ikuasai akku Roh Allah.",yesus
28876,"Yolona, ku pamulang aha' iyyaro, iyya mabaca okina Lukas macarita kajajiang ancajingena Yesus, na iyya upajenengi makeda ku esso Natal iyya pamulang iyyaro de' nengka acara, hadida, na anre loppo bangsana iyya idi' maneng pegaui makukuae. Banna iyya manessae, ku rate engka asembange.",yesus
10014,"Jaji tau-tau iya purae isogo' ro makkedani akku Yesus, Pa' Guru, idi' misseng i makkeda siningna iya Bapa' pau sibawa pagguruang e ro coco' i. Idi' misseng toi Bapa' mappagguru na terus terang aga naeloki Allah untu' tau e, nasaba' Bapa' de' ta ita tau",yesus
89409,"Bahwasanya pihak-pihak iyae terlibat laleng dialog fassaleng isu aro mallaineng, siullena mungkin, isu-isu teologis fassaleng asal usul Roh Kudus fole isu-isu eklesiologis fassaleng primasi na otoritas doktrinal laleng Gereja, bahkan ri hettu iyya mabbahas kedua permasalahan aro silong toneng, secara massama-samang.",gereja
8518,"Injil Sinoptik adalah Injil Perjanjian Baru laleng Alkitab ero leroki’ okko Matius, Markus, siba Lukas. Injil sinoptik marepe’ladde roki kisah ero pada tentang Yesus, namun sibawa penjelasan siba lampe’ ero berbeda, namun mapunnai urutan ero pada siba mega mapake kata ero pada. Kemiripan ko antara tellu buku tersebut macawe ladde sehingga mega peneliti ero tandai sebagai masalah sinoptik.","yesus, injil, alkitab"
16876,"Nasaba' yaro Yesus makkeda lokka alena maneng, Matu' rekko iko maneng pura mupatanrei Anak Tau, iko maneng mulle missengi makkeda 'Iya'na Alena yaro riteppu IYA ENGKA', na iko maneng melo' missengi makkeda de'gaga seddi agaga yaro Kujama pole ale-Ku tommi. Iya' bawang paui aga yaro ripagguru Bapak lokka-Iya'",yesus
48733,"Tuanku Abdullah Saleh ero iyenaritu tau pendeta siddie ulama ero maloppo ladde perhatianna lao ilmu Tasawuf jaji kitab Hikam Ibnu 'Athaillah alena hapala okko siliweng ulunna. Alena toi tau macca ahli ade', jaji tania bawang urusan agama ero nakkutang tauwe lao alena, bahkan urusan ade' toi. Agguruang Imam Al-Ghazali tentang khalawat laiyanre ladde pole alena.",pendeta
18838,"Yesus ma'jawab, De'pa mu engka manengka ma'baca aga yaro rijama Daud, wettunna Abyatat bertugas i mancaji imam agung. Wettu Daud ma tau-taunna malupu', na de'na mappunna anre, alena mattama' lokka Bola Puang, na manre roti yaro pura ripersembahkan lokka Allah ta'ala. Na yaro rotie riabbereangna to lokka tau-taunna. Padahal menurut agamata', imam-imam bawang yaro mulle manrei yaro rotie.",yesus
118696,"Naekiyya, suku Vandal makkareso sipungeng siare’ dekade untu’ nappassang atepperenna Arianna lao raya’ Nicea Afrika Utara iyya engka ri yawa akuasangenna, naasingkangngi para klerus Nicea, napabubara’i biara-biarae, na mabbere tekanang matane’ lao umma’ Kristen Nicea iyya denasilaras sibawa alena maneng.",kristen
128436,"Missenggah idi tofi kerucut taung baru tanda selleng fura murtad, tofi taung baru yg mabbentu kerucut ternyata yanaritu tofi dengan bentu yang di difau sanbenito. Yakni tofi yg difake selleng Andalusia untu natandai narekko alena fura murtad, diaha penindasan gereja Katholik Roma yang menerapkan inkuisisi Spanyol.",gereja
103152,"Tau ero dena manessa agamana, mita photo lakkai baine sedang makkatenni persilahkan santapan ulu bahi di ase mejang manre na nacoeri peribadatan digereja. Tau pekkeddi elo diakka jaji gubernur Sumut, bafa Djarot asli selleng ambisi elo jaji gubernur Sumut sedia makkelong koor kebaktian di gereja, tergadai agama nasaba elo jaji pemimping, di tikkenang layar pesang yang nakirinang melalui WhatsApp.",gereja
91483,"Jurusan Pastoral Konseling napunnai akkatta untu' passadiyangeng calon pelayanan gereja iya punnai keahlian khusus untu' bimbing anggota gereja iyarega individu, lao ri appahangeng alessingeng tasiddie-siddie padaalena ri wettu nahadapi masala iya pribadi sibawa untu' pallebbangi nenniya mappake potensi alena iya riwereng ri laleng pelayanan gereja, malabberi kualitas kepribadianna mancaji konselor pastoral.",gereja
59999,"Pengkalingae naulle napahangi pappaseng pole Tuhan barue secara kiasan lao ri Aeschylus The Eumenides; ironi naulle pappada Eumenides de'na gaga Tuhan baru naekiya Erinyes ri laleng bentu baru, pappada to Tuhan Kristen'e de'na gaga Tuhan baru naekiya Tuhan iya nasompa tau Yunani'e riyaseng Allahtaala iya'e de'na riisseng.",kristen
97630,"Komunitas gabungan ewe gelar buka puasa bersama sibawa anak-anak panti asuhan Al Ikhwan, Kelurahan Kombos, Kecamatan Singkil, Kota Manado. Selain buka puasa bersama, siba leyaleng santunan ero merupakan sisihan rejeki pole para pengusaha online, pengemudi Gojek siba anggota Jeep Manado Siaap. Idi pole umat kristiani peduli, umat muslim peduli. Iyena idi Indonesia.",kristiani
39734,"Siare'-are' kritikus makkeda narekko' Gereja nennia ajarang-ajarang pole St. Paulus, para Bapa Gereja nennia teolog skolastik napelihara seddie gagasang makkeda inferioritas makkunrai itetapkang secara ilahiah, kendati ajarang resmi Gereja naita kaum makkunrai nennia kaum orane pappada, de' napada, nennia saling melengkapi.",gereja
82212,"Eronitu atappereng umum, majjello rewe lo narasi alkitab pole Menara babel makkada megae rupann bahasa passabari konflik politik, tapi' atappereng iyyewe kontradiksi sibawa fakta makkada mega episode-episode kekerasan utama lino caji ki situasi sibawa mega rupanna linguistik eroe mapance' mappada Yugoslavia sibawa Perrang Sipil Amerika, ato genosida pole Jerman Nazi sibawa Rwanda, namona mega unit-unit politik eroe stabil pura ladde' multilingual.",alkitab
128231,"Nennia idi meneng patterui matena yamaeng ro, Isa putra Maryam, sebagai penggenne hal-hal iyae maddioloe, yanatu sebagian lisena Taurat; sibawa purani idi maneng mabbereangi okko alena, Injil mallise Bimbingan sibawa cahaya terang, supaya paggennei hal-hal iya maddioloe pole Taurat, iyatona sebagai pengajaran untu' golongan bertakwa, makkuniro hendaklah yamaneng pewaris Injil, pettui perkara berdasar hal-hal iyae Allah palettuengi rilalaeng hal iyaero.",injil
47490,"Koester nabettuang pakkitang umumna sarjana'e majeppu Yustin naangga'i catatan kenangan rasul-rasul'e sebagai catatanna sejarah iyya coco' naekiya tenniya uki-uki iyya risurui, naiyyaro sarjana'e Charles E. Hill, naekiya naakui pakkitanna sarjana'e, mappikkiri'i Yustin naitai kutipan-kutipan iya napatuju'e nabi-nabi'e ri lalenna Injil'e pada-padai otoritasna.",injil
101099,"Struktur Katekismus Heidelberg diuraikan laleng pertanyaan yewe kedua, sibawa struktur tellu bagianna akkewe didasarkan akki ateppereng makeda karya tunggal keselamatan mengungkapkan ketellu pribadi fole Tritunggal akki giliranna, memperkenalkan Allah sibawa sempurna sibawa yewe sangat irisseng melalui karya keselamatan-Nya, merujuk femeng akki Pengakuan Iman Rasuli sebagai ringkasan fole iman Kristen.",kristen
12967,"Menurut kisah legenda, Yusuf na Maria rifaleppang akki wettu larinna ri laleng ale belukar; ana lolo Yesus wedding naperintahkan fong untu' mabukku' akki yawa lettu Yusuf wedding mala buahna na nappa memerintahkan wai fole mata wai menyembur akki saliweng fole ure jaji tomatoanna yero wedding memuaskan dekka mereka.",yesus
50514,"Tuduhan-tuduhan lona ajaran sesat naliputi tindakan mammiccu, malejja-lejja, yarega natemei salib; sambil telanjang, nimmaui secara vulgar fole pasanganna ri bagiang timunna, pusar na bagiang yawa bo monri; ajaran sesat na appesompangeng berhala; homoseksualitas yero taorganisasi; na to tuduhan yase penghinaan akki Misa Suci na ciana akki sakramen.",salib
84639,"T. Seddi-seddinna ga asennangeng Silessureng, mauni ri wettu tuwo namuni ri wettu mate J. Makkada iyya, sibawa watakkale nenniya jiwaku, mauni ri wettu tuwo namuni ri wettu mate, tania punnaku naekiya punnana Yesus Kristus Juruselamatku iya amtinulu; Sibawa dara-Na iya de'na ternilai ellingna, Alena pura paleppe'i sining inreng dosaku, nenniya napaleppe' ka pole sining kuwasa iblis.",yesus
125549,"Menurut Craig Blomberg, seddi karakteristik iyae engka okko yamaneng mukjizat iyae najama Yesus rilaleng kisah-kisah okko Injil yanaritu makkeda alena jamai degaga imbalanna rilaleng bentu' apapun okko yase adisingenna iyae riterima tau-tau, de' napada siagang imam maloppoe wettunna Yesus tuo rulino iyae mengenakan biaya okko yamanengi iyae  mengalami adisingeng.","yesus, injil"
61111,"Pidato pelantikanna dessa nakesankan. Yero nulle nengngerangngi tauwe iyanaritu makkeda alena, tau Kristen salih fole Georgia yewe, iyala fole Wasiat Lama, akki nafaue Mikah fassaleng keadilan, belas-kasih sibawa mecce atinna. Menuru' ceritana calalena nappa, alena sitongengna melo malai adanna Sulaiman - fassaleng farellunna rakyat fameccewi atinna, marellodoang, sibawa giling fole ampe kedo majassifa'na alena.",kristen
35169,Ramiz Jaraisy iyya iyyato matama' seddi tauna Kristen Palestina materangka iyyae pelenge iyyanaritu ebbu iyya parelly iyya nacaritange kajajiang iyyaro pole akitang tauna Kristen Palestina mancaji papasilainge na silainge sibawa modele' iyyae carita iyya yebbu ku Israel na mancaji rencana iyya maegangi ku rate..,kristen
103753,"Yede tannia misi terkoordinasi secara keseluruhan, nennia yanaritu misi sporadik iya lijama sibawa yamaneng biarawan Gaelik pole Irlandia sibawa pantai barat Skotlandia modern, iya berkontribusi laleng penyebaran agama Kristen sibawa pendirian monasteri-monasteri ki Britana sibawa benua Eropa ri Abad Pattenggangeng. ^ Flechner, Roy; Meeder, Sven, ed.",kristen
25013,"Paroses magguru materu terru pole Taurat sibawa Talmud wassele pengabdian lao ri Yudaisme iya naseng'e tau Yahudi de'na wedding tuwo na de'na gaga agamata, naekiya de'na pada na sadar'i iyae passaleng'e secara jelas lettu'na wettu perang salib, wettunna pada alena malewe dipakkasiwi untu mappile antara atuo-tuongenna sibawa teppe'na.",salib
